Start	End	CDS	Strand	Name	Locus_tag	Product	Bnb	JWnb	ECKnb
947448	947903	CDS	D	csgA	ECMDS42_0877	cryptic curlin major subunit	b1042	JW1025	ECK1028
947962	948294	CDS	D	csgC	ECMDS42_0878	predicted curli production protein	b1043	JW1026	ECK1029
948415	948726	CDS	D	ymdA	ECMDS42_0879	predicted protein	b1044	JW1031	ECK1030
948821	949354	CDS	D	ymdB	ECMDS42_0880	conserved protein	b1045	JW1032	ECK1031
949356	950777	CDS	D	ymdC	ECMDS42_0881	predicted hydrolase	b1046	JW5150	ECK1032
950785	951942	CDS	C	mdoC	ECMDS42_0882	membrane protein required for modification of periplasmic glucan	b1047	JW1034	ECK1033
952336	953871	CDS	D	mdoG	ECMDS42_0883	glucan biosynthesis protein%2C periplasmic	b1048	JW1035	ECK1034
956542	956769	CDS	D	yceK	ECMDS42_0885	predicted lipoprotein	b1050	JW5151	ECK1036
956770	957144	CDS	C	msyB	ECMDS42_0886	predicted protein	b1051	JW1039	ECK1037
957227	958453	CDS	C	mdtG	ECMDS42_0887	predicted drug efflux system	b1053	JW1040	ECK1038
958625	959545	CDS	C	lpxL	ECMDS42_0888	lauryl-acyl carrier protein (ACP)-dependent acyltransferase	b1054	JW1041	ECK1039
959770	960822	CDS	D	yceA	ECMDS42_0889	conserved protein	b1055	JW1042	ECK1040
960864	961439	CDS	C	yceI	ECMDS42_0890	predicted protein	b1056	JW1043	ECK1041
961443	962009	CDS	C	yceJ	ECMDS42_0891	predicted cytochrome b561	b1057	JW1044	ECK1042
962270	962410	CDS	C	yceO	ECMDS42_0892	predicted protein	b1058	JW1045	ECK1043
962431	963549	CDS	C	solA	ECMDS42_0893	N-methyltryptophan oxidase%2C FAD-binding	b1059	JW1046	ECK1044
963664	963918	CDS	C	yceP	ECMDS42_0894	predicted protein	b1060	JW5152	ECK1045
964205	964450	CDS	C	dinI	ECMDS42_0895	DNA damage-inducible protein I	b1061	JW1048	ECK1046
964524	965570	CDS	C	pyrC	ECMDS42_0896	dihydro-orotase	b1062	JW1049	ECK1047
965676	966236	CDS	C	yceB	ECMDS42_0897	predicted lipoprotein	b1063	JW1050	ECK1048
966370	967017	CDS	C	grxB	ECMDS42_0898	glutaredoxin 2	b1064	JW1051	ECK1049
967081	968289	CDS	C	mdtH	ECMDS42_0899	predicted drug efflux system	b1065	JW1052	ECK1050
968525	969109	CDS	D	rimJ	ECMDS42_0900	ribosomal-protein-S5-alanine N-acetyltransferase	b1066	JW1053	ECK1051
969120	969767	CDS	D	yceH	ECMDS42_0901	conserved protein	b1067	JW1054	ECK1052
969769	970692	CDS	D	mviM	ECMDS42_0902	predicted oxidoreductase%2C NAD(P)-binding Rossmann-fold domain	b1068	JW1055	ECK1053
970802	972337	CDS	D	mviN	ECMDS42_0903	predicted inner membrane protein	b1069	JW1056	ECK1054
972554	975739	CDS	C	rne	ECMDS42_0904	fused ribonucleaseE endoribonuclease/scaffold for formation of degradosome	b1084	JW1071	ECK1069
975874	976194	CDS	D	yceQ	ECMDS42_0905	predicted protein	b1085	JW5154	ECK1070
976312	977271	CDS	D	rluC	ECMDS42_0906	23S rRNA pseudouridylate synthase	b1086	JW1072	ECK1071
977383	977967	CDS	C	yceF	ECMDS42_0907	predicted protein	b1087	JW5155	ECK1072
978166	978687	CDS	D	yceD	ECMDS42_0909	conserved protein	b1088	JW1074	ECK1074
978739	978912	CDS	D	rpmF	ECMDS42_0910	50S ribosomal subunit protein L32	b1089	JW1075	ECK1075
978993	980063	CDS	D	plsX	ECMDS42_0911	fatty acid/phospholipid synthesis protein	b1090	JW5156	ECK1076
980131	981084	CDS	D	fabH	ECMDS42_0912	3-oxoacyl-[acyl-carrier-protein] synthase III	b1091	JW1077	ECK1077
981100	982029	CDS	D	fabD	ECMDS42_0913	malonyl-CoA-[acyl-carrier-protein] transacylase	b1092	JW1078	ECK1078
982042	982776	CDS	D	fabG	ECMDS42_0914	3-oxoacyl-[acyl-carrier-protein] reductase	b1093	JW1079	ECK1079
982987	983223	CDS	D	acpP	ECMDS42_0915	acyl carrier protein	b1094	JW1080	ECK1080
983311	984552	CDS	D	fabF	ECMDS42_0916	3-oxoacyl-[acyl-carrier-protein] synthase II	b1095	JW1081	ECK1081
984672	985481	CDS	D	pabC	ECMDS42_0917	4-amino-4-deoxychorismate lyase component of para-aminobenzoate synthase multienzyme complex	b1096	JW1082	ECK1082
985484	986506	CDS	D	yceG	ECMDS42_0918	predicted aminodeoxychorismate lyase	b1097	JW1083	ECK1083
986496	987137	CDS	D	tmk	ECMDS42_0919	thymidylate kinase	b1098	JW1084	ECK1084
987134	988138	CDS	D	holB	ECMDS42_0920	DNA polymerase III%2C delta prime subunit	b1099	JW1085	ECK1085
988149	988946	CDS	D	ycfH	ECMDS42_0921	predicted metallodependent hydrolase	b1100	JW1086	ECK1086
989241	990674	CDS	D	ptsG	ECMDS42_0922	fused glucose-specific PTS enzyme IIBC components	b1101	JW1087	ECK1087
990734	992923	CDS	C	fhuE	ECMDS42_0923	ferric-rhodotorulic acid outer membrane transporter	b1102	JW1088	ECK1088
993257	993616	CDS	D	hinT	ECMDS42_0924	purine nucleoside phosphoramidase	b1103	JW1089	ECK1089
993619	993996	CDS	D	ycfL	ECMDS42_0925	predicted protein	b1104	JW1090	ECK1090
994010	994651	CDS	D	ycfM	ECMDS42_0926	predicted outer membrane lipoprotein	b1105	JW5157	ECK1091
994632	995456	CDS	D	ycfN	ECMDS42_0927	thiamin kinase	b1106	JW1092	ECK1092
995467	996492	CDS	D	nagZ	ECMDS42_0928	beta N-acetyl-glucosaminidase	b1107	JW1093	ECK1093
996515	997057	CDS	D	ycfP	ECMDS42_0929	conserved protein	b1108	JW5158	ECK1094
997457	998761	CDS	D	ndh	ECMDS42_0930	respiratory NADH dehydrogenase 2/cupric reductase	b1109	JW1095	ECK1095
998971	999510	CDS	D	ycfJ	ECMDS42_0931	predicted protein	b1110	JW1096	ECK1096
999572	1000204	CDS	C	ycfQ	ECMDS42_0932	predicted DNA-binding transcriptional regulator	b1111	JW5159	ECK1097
1000445	1000702	CDS	D	ycfR	ECMDS42_0933	predicted protein	b1112	JW1098	ECK1098
1000784	1001746	CDS	C	ycfS	ECMDS42_0934	conserved protein	b1113	JW5820	ECK1099
1001890	1005336	CDS	C	mfd	ECMDS42_0935	transcription-repair coupling factor	b1114	JW1100	ECK1100
1005464	1006537	CDS	C	ycfT	ECMDS42_0936	predicted inner membrane protein	b1115	JW1101	ECK1101
1006799	1007998	CDS	D	lolC	ECMDS42_0937	outer membrane-specific lipoprotein transporter subunit	b1116	JW5161	ECK1102
1007991	1008692	CDS	D	lolD	ECMDS42_0938	outer membrane-specific lipoprotein transporter subunit	b1117	JW5162	ECK1103
1008692	1009936	CDS	D	lolE	ECMDS42_0939	outer membrane-specific lipoprotein transporter subunit	b1118	JW1104	ECK1104
1009965	1010876	CDS	D	ycfX	ECMDS42_0940	predicted DNA-binding transcriptional regulator	b1119	JW1105	ECK1105
1010892	1011731	CDS	D	cobB	ECMDS42_0941	deacetylase of acetyl-CoA synthetase%2C NAD-dependent	b1120	JW1106	ECK1106
1011851	1012639	CDS	C	ycfZ	ECMDS42_0942	predicted inner membrane protein	b1121	JW1107	ECK1107
1012636	1013097	CDS	C	ymfA	ECMDS42_0943	predicted inner membrane protein	b1122	JW5164	ECK1108
1013155	1014201	CDS	C	potD	ECMDS42_0944	polyamine transporter subunit	b1123	JW1109	ECK1109
1014198	1014992	CDS	C	potC	ECMDS42_0945	polyamine transporter subunit	b1124	JW1110	ECK1110
1014989	1015816	CDS	C	potB	ECMDS42_0946	polyamine transporter subunit	b1125	JW1111	ECK1111
1015830	1016966	CDS	C	potA	ECMDS42_0947	polyamine transporter subunit	b1126	JW1112	ECK1112
1017216	1018442	CDS	D	pepT	ECMDS42_0948	peptidase T	b1127	JW1113	ECK1113
1018491	1019612	CDS	C	ycfD	ECMDS42_0949	conserved protein	b1128	JW1114	ECK1114
1019688	1021148	CDS	C	phoQ	ECMDS42_0950	two-component response regulator%2C cognate to phoP	b1129	JW1115	ECK1115
1021148	1021819	CDS	C	phoP	ECMDS42_0951	DNA-binding response regulator in two-component regulatory system with PhoQ	b1130	JW1116	ECK1116
1021988	1023358	CDS	C	purB	ECMDS42_0952	adenylosuccinate lyase	b1131	JW1117	ECK1117
1023362	1024003	CDS	C	hflD	ECMDS42_0953	predicted lysogenization regulator	b1132	JW5165	ECK1118
1024039	1025145	CDS	C	trmU	ECMDS42_0954	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	b1133	JW1119	ECK1119
1025199	1025660	CDS	C	ymfB	ECMDS42_0955	bifunctional thiamin pyrimidine pyrophosphate hydrolase%3B thiamin pyrophosphate hydrolase	b1134	JW1120	ECK1120
1025670	1026323	CDS	C	ymfC	ECMDS42_0956	23S rRNA pseudouridine synthase	b1135	JW1121	ECK1121
1026495	1027745	CDS	D	icd	ECMDS42_0957	e14 prophage%3B isocitrate dehydrogenase%2C specific for NADP+	b1136	JW1122	ECK1122
1028893	1029114	CDS	D	ymgH	ECMDS42_0959	predicted protein	b4521	JW5179	ECK1160
1029123	1029335	CDS	D	ycgI	ECMDS42_0960	predicted protein	b1173	JW1162	ECK1161
1029707	1029973	CDS	C	minE	ECMDS42_0961	cell division topological specificity factor	b1174	JW1163	ECK1162
1029977	1030789	CDS	C	minD	ECMDS42_0962	membrane ATPase of the MinC-MinD-MinE system	b1175	JW1164	ECK1163
1030813	1031508	CDS	C	minC	ECMDS42_0963	cell division inhibitor	b1176	JW1165	ECK1164
1032028	1032396	CDS	D	ycgJ	ECMDS42_0964	predicted protein	b1177	JW1166	ECK1165
1032499	1032900	CDS	C	ycgK	ECMDS42_0965	predicted protein	b1178	JW1167	ECK1166
1033109	1033435	CDS	D	ycgL	ECMDS42_0966	conserved protein	b1179	JW1168	ECK1167
1033507	1034166	CDS	D	ycgM	ECMDS42_0967	predicted isomerase/hydrolase	b1180	JW1169	ECK1168
1034258	1034704	CDS	D	ycgN	ECMDS42_0968	conserved protein	b1181	JW5180	ECK1169
1034911	1035822	CDS	C	hlyE	ECMDS42_0969	hemolysin E	b1182	JW5181	ECK1170
1036195	1036614	CDS	D	umuD	ECMDS42_0970	DNA polymerase V%2C subunit D	b1183	JW1172	ECK1171
1036614	1037882	CDS	D	umuC	ECMDS42_0971	DNA polymerase V%2C subunit C	b1184	JW1173	ECK1172
1037928	1038458	CDS	C	dsbB	ECMDS42_0972	oxidoreductase that catalyzes reoxidation of DsbA protein disulfide isomerase I	b1185	JW5182	ECK1173
1038604	1040145	CDS	C	nhaB	ECMDS42_0973	sodium:proton antiporter	b1186	JW1175	ECK1174
1040366	1041085	CDS	D	fadR	ECMDS42_0974	DNA-binding transcriptional dual regulator	b1187	JW1176	ECK1175
1041137	1042669	CDS	C	ycgB	ECMDS42_0975	conserved protein	b1188	JW1177	ECK1176
1042999	1044297	CDS	D	dadA	ECMDS42_0976	D-amino acid dehydrogenase	b1189	JW1178	ECK1177
1044307	1045377	CDS	D	dadX	ECMDS42_0977	alanine racemase 2%2C PLP-binding	b1190	JW1179	ECK1178
1045763	1047499	CDS	C	cvrA	ECMDS42_0978	predicted cation/proton antiporter	b1191	JW5184	ECK1179
1047594	1048508	CDS	C	ldcA	ECMDS42_0979	L%2CD-carboxypeptidase A	b1192	JW1181	ECK1180
1048608	1049219	CDS	D	emtA	ECMDS42_0980	lytic murein endotransglycosylase E	b1193	JW5821	ECK1181
1049221	1049955	CDS	C	ycgR	ECMDS42_0981	hypothetical protein	b1194	JW1183	ECK1182
1050156	1050410	CDS	D	ymgE	ECMDS42_0982	predicted inner membrane protein	b1195	JW1184	ECK1183
1050588	1051028	CDS	D	ycgY	ECMDS42_0983	predicted protein	b1196	JW1185	ECK1184
1051107	1052804	CDS	C	treA	ECMDS42_0984	periplasmic trehalase	b1197	JW1186	ECK1185
1053124	1054542	CDS	C	dhaH	ECMDS42_0985	fused predicted dihydroxyacetone-specific PTS enzyme HPr component/EI component	b1198	JW5185	ECK1186
1054553	1055185	CDS	C	dhaL	ECMDS42_0986	dihydroxyacetone kinase%2C C-terminal domain	b1199	JW5186	ECK1187
1055196	1056266	CDS	C	dhaK	ECMDS42_0987	dihydroxyacetone kinase%2C N-terminal domain	b1200	JW5187	ECK1188
1056494	1058413	CDS	D	dhaR	ECMDS42_0988	predicted DNA-binding transcriptional regulator%2C dihydroxyacetone	b1201	JW5188	ECK1189
1058513	1061380	CDS	C	ycgV	ECMDS42_0989	predicted adhesin	b1202	JW1193	ECK1190
1062149	1063240	CDS	C	ychF	ECMDS42_0990	predicted GTP-binding protein	b1203	JW1194	ECK1191
1063357	1063941	CDS	C	pth	ECMDS42_0991	peptidyl-tRNA hydrolase	b1204	JW1195	ECK1192
1064219	1064497	CDS	D	ychH	ECMDS42_0992	predicted inner membrane protein	b1205	JW1196	ECK1193
1064552	1066231	CDS	C	ychM	ECMDS42_0993	predicted transporter	b1206	JW5189	ECK1194
1066356	1067303	CDS	C	prsA	ECMDS42_0994	phosphoribosylpyrophosphate synthase	b1207	JW1198	ECK1195
1067454	1068305	CDS	C	ispE	ECMDS42_0995	4-diphosphocytidyl-2-C-methylerythritol kinase	b1208	JW1199	ECK1196
1068305	1068928	CDS	C	lolB	ECMDS42_0996	chaperone for lipoproteins	b1209	JW1200	ECK1197
1069142	1070398	CDS	D	hemA	ECMDS42_0997	glutamyl tRNA reductase	b1210	JW1201	ECK1198
1070440	1071522	CDS	D	prfA	ECMDS42_0998	peptide chain release factor RF-1	b1211	JW1202	ECK1199
1071522	1072355	CDS	D	prmC	ECMDS42_0999	N5-glutamine methyltransferase%2C modifies release factors RF-1 and RF-2	b1212	JW1203	ECK1200
1072352	1072744	CDS	D	ychQ	ECMDS42_1000	predicted transcriptional regulator	b1213	JW1204	ECK1201
1072748	1073557	CDS	D	ychA	ECMDS42_1001	predicted transcriptional regulator	b1214	JW1205	ECK1202
1073593	1074447	CDS	D	kdsA	ECMDS42_1002	3-deoxy-D-manno-octulosonate 8-phosphate synthase	b1215	JW1206	ECK1203
1074596	1074703	CDS	C	ldrA	ECMDS42_1003	toxic polypeptide%2C small	b4419	JW5957	ECK1204
1075131	1075238	CDS	C	ldrB	ECMDS42_1005	toxic polypeptide%2C small	b4421	JW5958	ECK1206
1075666	1075773	CDS	C	ldrC	ECMDS42_1007	toxic polypeptide%2C small	b4423	JW5959	ECK1208
1076177	1077277	CDS	C	chaA	ECMDS42_1009	calcium/sodium:proton antiporter	b1216	JW1207	ECK1210
1077547	1077777	CDS	D	chaB	ECMDS42_1010	predicted cation regulator	b1217	JW1208	ECK1211
1077914	1078630	CDS	D	chaC	ECMDS42_1011	regulatory protein for cation transport	b1218	JW1209	ECK1212
1078674	1079027	CDS	C	ychN	ECMDS42_1012	conserved protein	b1219	JW1210	ECK1213
1079353	1080606	CDS	D	ychP	ECMDS42_1013	predicted invasin	b1220	JW1211	ECK1214
1080607	1081257	CDS	C	narL	ECMDS42_1014	DNA-binding response regulator in two-component regulatory system with NarX	b1221	JW1212	ECK1215
1081250	1083046	CDS	C	narX	ECMDS42_1015	sensory histidine kinase in two-component regulatory system with NarL	b1222	JW1213	ECK1216
1083385	1084776	CDS	D	narK	ECMDS42_1016	nitrate/nitrite transporter	b1223	JW1214	ECK1217
1085292	1089035	CDS	D	narG	ECMDS42_1017	nitrate reductase 1%2C alpha subunit	b1224	JW1215	ECK1218
1089032	1090570	CDS	D	narH	ECMDS42_1018	nitrate reductase 1%2C beta (Fe-S) subunit	b1225	JW1216	ECK1219
1090567	1091277	CDS	D	narJ	ECMDS42_1019	molybdenum-cofactor-assembly chaperone subunit (delta subunit) of nitrate reductase 1	b1226	JW1217	ECK1220
1091277	1091954	CDS	D	narI	ECMDS42_1020	nitrate reductase 1%2C gamma (cytochrome b(NR)) subunit	b1227	JW1218	ECK1221
1092137	1092412	CDS	D	ychS	ECMDS42_1021	predicted protein	b1228	JW5881	ECK1222
1092515	1092616	CDS	C	tpr	ECMDS42_1023	predicted protamine-like protein	b1229	JW1219	ECK1224
1093210	1094052	CDS	C	purU	ECMDS42_1026	formyltetrahydrofolate hydrolase	b1232	JW1220	ECK1227
1094102	1094560	CDS	C	ychJ	ECMDS42_1027	conserved protein	b1233	JW1221	ECK1228
1094634	1095578	CDS	D	rssA	ECMDS42_1028	conserved protein	b1234	JW1222	ECK1229
1095670	1096683	CDS	D	rssB	ECMDS42_1029	response regulator of RpoS	b1235	JW1223	ECK1230
1096885	1097793	CDS	D	galU	ECMDS42_1030	glucose-1-phosphate uridylyltransferase	b1236	JW1224	ECK1231
1097937	1098350	CDS	C	hns	ECMDS42_1031	global DNA-binding transcriptional dual regulator H-NS	b1237	JW1225	ECK1232
1098955	1099572	CDS	D	tdk	ECMDS42_1032	thymidine kinase/deoxyuridine kinase	b1238	JW1226	ECK1233
1100874	1103549	CDS	C	adhE	ECMDS42_1036	fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase	b1241	JW1228	ECK1235
1104026	1104673	CDS	D	ychE	ECMDS42_1037	predicted inner membrane protein	b1242	JW1229	ECK1236
1105411	1107042	CDS	D	oppA	ECMDS42_1038	oligopeptide transporter subunit	b1243	JW1235	ECK1237
1107128	1108048	CDS	D	oppB	ECMDS42_1039	oligopeptide transporter subunit	b1244	JW1236	ECK1238
1108063	1108971	CDS	D	oppC	ECMDS42_1040	oligopeptide transporter subunit	b1245	JW1237	ECK1239
1108983	1109996	CDS	D	oppD	ECMDS42_1041	oligopeptide transporter subunit	b1246	JW1238	ECK1240
1109993	1110997	CDS	D	oppF	ECMDS42_1042	oligopeptide transporter subunit	b1247	JW1239	ECK1241
1111050	1111379	CDS	C	yciU	ECMDS42_1043	predicted protein	b1248	JW1240	ECK1242
1111414	1112874	CDS	C	cls	ECMDS42_1044	cardiolipin synthase 1	b1249	JW1241	ECK1243
1113245	1114498	CDS	C	kch	ECMDS42_1045	voltage-gated potassium channel	b1250	JW1242	ECK1244
1114798	1115094	CDS	C	yciI	ECMDS42_1046	predicted enzyme	b1251	JW1243	ECK1245
1115318	1116037	CDS	D	tonB	ECMDS42_1047	membrane spanning protein in TonB-ExbB-ExbD complex	b1252	JW5195	ECK1246
1116077	1116475	CDS	C	yciA	ECMDS42_1048	predicted hydrolase	b1253	JW1245	ECK1247
1116580	1117119	CDS	C	yciB	ECMDS42_1049	predicted inner membrane protein	b1254	JW1246	ECK1248
1117149	1117892	CDS	C	yciC	ECMDS42_1050	predicted inner membrane protein	b1255	JW1247	ECK1249
1118249	1118887	CDS	D	ompW	ECMDS42_1051	outer membrane protein W	b1256	JW1248	ECK1250
1118947	1119453	CDS	C	yciE	ECMDS42_1052	conserved protein	b1257	JW1249	ECK1251
1119499	1119999	CDS	C	yciF	ECMDS42_1053	conserved protein	b1258	JW1250	ECK1252
1120085	1120264	CDS	C	yciG	ECMDS42_1054	predicted protein	b1259	JW1251	ECK1253
1120645	1121451	CDS	C	trpA	ECMDS42_1055	tryptophan synthase%2C alpha subunit	b1260	JW1252	ECK1254
1121451	1122644	CDS	C	trpB	ECMDS42_1056	tryptophan synthase%2C beta subunit	b1261	JW1253	ECK1255
1122656	1124014	CDS	C	trpC	ECMDS42_1057	fused indole-3-glycerolphosphate synthetase/N-(5-phosphoribosyl)anthranilate isomerase	b1262	JW1254	ECK1256
1124018	1125613	CDS	C	trpD	ECMDS42_1058	fused glutamine amidotransferase (component II) of anthranilate synthase/anthranilate phosphoribosyl transferase	b1263	JW1255	ECK1257
1125613	1127175	CDS	C	trpE	ECMDS42_1059	component I of anthranilate synthase	b1264	JW1256	ECK1258
1127267	1127311	CDS	C	trpL	ECMDS42_1060	trp operon leader peptide	b1265	JW1257	ECK1259
1127449	1128330	CDS	D	yciV	ECMDS42_1061	conserved protein	b1266	JW1258	ECK1260
1128327	1128947	CDS	D	yciO	ECMDS42_1062	conserved protein	b1267	JW5196	ECK1261
1128975	1130870	CDS	D	yciQ	ECMDS42_1063	predicted inner membrane protein	b1268	JW5197	ECK1262
1131081	1131956	CDS	D	rluB	ECMDS42_1064	23S rRNA pseudouridylate synthase	b1269	JW1261	ECK1263
1131996	1132586	CDS	C	btuR	ECMDS42_1065	cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase	b1270	JW1262	ECK1264
1132583	1133341	CDS	C	yciK	ECMDS42_1066	predicted oxoacyl-(acyl carrier protein) reductase%2C EmrKY-TolC system	b1271	JW1263	ECK1265
1133561	1134610	CDS	D	sohB	ECMDS42_1067	predicted inner membrane peptidase	b1272	JW1264	ECK1266
1134646	1134897	CDS	C	yciN	ECMDS42_1068	predicted protein	b1273	JW1265	ECK1267
1135277	1137874	CDS	D	topA	ECMDS42_1069	DNA topoisomerase I%2C omega subunit	b1274	JW1266	ECK1268
1138084	1139058	CDS	D	cysB	ECMDS42_1070	DNA-binding transcriptional dual regulator%2C O-acetyl-L-serine-binding	b1275	JW1267	ECK1269
1140060	1142735	CDS	D	acnA	ECMDS42_1074	aconitate hydratase 1	b1276	JW1268	ECK1271
1142799	1143389	CDS	C	ribA	ECMDS42_1075	GTP cyclohydrolase II	b1277	JW1269	ECK1272
1143559	1144323	CDS	D	pgpB	ECMDS42_1076	phosphatidylglycerophosphate phosphatase B	b1278	JW1270	ECK1273
1144472	1144780	CDS	D	yciS	ECMDS42_1077	conserved inner membrane protein	b1279	JW1271	ECK1274
1144787	1145956	CDS	D	yciM	ECMDS42_1078	conserved protein	b1280	JW1272	ECK1275
1146150	1146887	CDS	D	pyrF	ECMDS42_1079	orotidine-5'-phosphate decarboxylase	b1281	JW1273	ECK1276
1146887	1147213	CDS	D	yciH	ECMDS42_1080	conserved protein	b1282	JW1274	ECK1277
1147339	1147557	CDS	C	osmB	ECMDS42_1081	lipoprotein	b1283	JW1275	ECK1278
1147826	1148575	CDS	C	yciT	ECMDS42_1082	predicted DNA-binding transcriptional regulator	b1284	JW1276	ECK1279
1148986	1150971	CDS	C	gmr	ECMDS42_1083	modulator of Rnase II stability	b1285	JW1278	ECK1280
1151207	1153141	CDS	C	rnb	ECMDS42_1084	ribonuclease II	b1286	JW1279	ECK1281
1153209	1154336	CDS	C	yciW	ECMDS42_1085	predicted oxidoreductase	b1287	JW5200	ECK1282
1154480	1155268	CDS	C	fabI	ECMDS42_1086	enoyl-[acyl-carrier-protein] reductase%2C NADH-dependent	b1288	JW1281	ECK1283
1155636	1155989	CDS	C	ycjD	ECMDS42_1087	conserved protein	b1289	JW1282	ECK1284
1156057	1156863	CDS	C	sapF	ECMDS42_1088	predicted antimicrobial peptide transporter subunit	b1290	JW1283	ECK1285
1156865	1157857	CDS	C	sapD	ECMDS42_1089	predicted antimicrobial peptide transporter subunit	b1291	JW1284	ECK1286
1157857	1158747	CDS	C	sapC	ECMDS42_1090	predicted antimicrobial peptide transporter subunit	b1292	JW1285	ECK1287
1158734	1159699	CDS	C	sapB	ECMDS42_1091	predicted antimicrobial peptide transporter subunit	b1293	JW1286	ECK1288
1159696	1161339	CDS	C	sapA	ECMDS42_1092	predicted antimicrobial peptide transporter subunit	b1294	JW1287	ECK1289
1161652	1161897	CDS	C	ymjA	ECMDS42_1093	predicted protein	b1295	JW1288	ECK1290
1162031	1163416	CDS	C	puuP	ECMDS42_1094	putrescine importer	b1296	JW1289	ECK1291
1163719	1165137	CDS	C	puuA	ECMDS42_1095	gamma-Glu-putrescine synthase	b1297	JW5201	ECK1292
1165349	1166113	CDS	D	puuD	ECMDS42_1096	gamma-Glu-GABA hydrolase	b1298	JW1291	ECK1293
1166140	1166697	CDS	D	puuR	ECMDS42_1097	DNA-binding transcriptional repressor	b1299	JW1292	ECK1294
1166972	1168459	CDS	D	puuC	ECMDS42_1098	gamma-Glu-gamma-aminobutyraldehyde dehydrogenase%2C NAD(P)H-dependent	b1300	JW1293	ECK1295
1168461	1169741	CDS	D	puuB	ECMDS42_1099	gamma-Glu-putrescine oxidase%2C FAD/NAD(P)-binding	b1301	JW1294	ECK1296
1169779	1171044	CDS	D	puuE	ECMDS42_1100	GABA aminotransferase%2C PLP-dependent	b1302	JW1295	ECK1297
1171164	1172141	CDS	C	pspF	ECMDS42_1101	DNA-binding transcriptional activator	b1303	JW1296	ECK1298
1172308	1172976	CDS	D	pspA	ECMDS42_1102	regulatory protein for phage-shock-protein operon	b1304	JW1297	ECK1299
1173030	1173254	CDS	D	pspB	ECMDS42_1103	transcriptional regulator of psp operon	b1305	JW1298	ECK1300
1173254	1173613	CDS	D	pspC	ECMDS42_1104	transcriptional activator	b1306	JW1299	ECK1301
1173622	1173843	CDS	D	pspD	ECMDS42_1105	peripheral inner membrane phage-shock protein	b1307	JW1300	ECK1302
1173918	1174232	CDS	D	pspE	ECMDS42_1106	thiosulfate:cyanide sulfurtransferase	b1308	JW1301	ECK1303
1174445	1176124	CDS	D	ycjM	ECMDS42_1107	predicted glucosyltransferase	b1309	JW1302	ECK1304
1176138	1177430	CDS	D	ycjN	ECMDS42_1108	predicted sugar transporter subunit	b1310	JW1303	ECK1305
1177451	1178332	CDS	D	ycjO	ECMDS42_1109	predicted sugar transporter subunit	b1311	JW1304	ECK1306
1178319	1179161	CDS	D	ycjP	ECMDS42_1110	predicted sugar transporter subunit	b1312	JW1305	ECK1307
1179192	1180244	CDS	D	ycjQ	ECMDS42_1111	predicted oxidoreductase%2C Zn-dependent and NAD(P)-binding	b1313	JW1306	ECK1308
1180263	1181051	CDS	D	ycjR	ECMDS42_1112	predicted enzyme	b1314	JW5202	ECK1309
1181061	1182116	CDS	D	ycjS	ECMDS42_1113	predicted oxidoreductase%2C NADH-binding	b1315	JW1308	ECK1310
1182113	1184380	CDS	D	ycjT	ECMDS42_1114	predicted hydrolase	b1316	JW1309	ECK1311
1184377	1185036	CDS	D	ycjU	ECMDS42_1115	predicted beta-phosphoglucomutase	b1317	JW1310	ECK1312
1185050	1186018	CDS	D	ycjV	ECMDS42_1116	predicted sugar transporter subunit	b1318	JW1311	ECK1313
1186018	1186131	CDS	D	ymjB	ECMDS42_1117	predicted protein	b4524	JW5203	ECK1314
1186176	1187081	CDS	D	ompG	ECMDS42_1118	outer membrane porin	b1319	JW1312	ECK1315
1187192	1188190	CDS	C	ycjW	ECMDS42_1119	predicted DNA-binding transcriptional regulator	b1320	JW1313	ECK1316
1188346	1189743	CDS	D	ycjX	ECMDS42_1120	conserved protein with nucleoside triphosphate hydrolase domain	b1321	JW1314	ECK1317
1189740	1190801	CDS	D	ycjF	ECMDS42_1121	conserved inner membrane protein	b1322	JW1315	ECK1318
1190949	1192490	CDS	D	tyrR	ECMDS42_1122	DNA-binding transcriptional dual regulator%2C tyrosine-binding	b1323	JW1316	ECK1319
1192534	1193040	CDS	C	tpx	ECMDS42_1123	lipid hydroperoxide peroxidase	b1324	JW1317	ECK1320
1193269	1194021	CDS	C	fnr	ECMDS42_1124	DNA-binding transcriptional dual regulator%2C global regulator of anaerobic growth	b1334	JW1328	ECK1330
1194216	1194731	CDS	C	ogt	ECMDS42_1125	O-6-alkylguanine-DNA:cysteine-protein methyltransferase	b1335	JW1329	ECK1331
1195680	1199525	CDS	D	hrpA	ECMDS42_1127	ATP-dependent helicase	b1413	JW5905	ECK1406
1199797	1200597	CDS	D	ydcF	ECMDS42_1128	conserved protein	b1414	JW1411	ECK1407
1200794	1202233	CDS	D	aldA	ECMDS42_1129	aldehyde dehydrogenase A%2C NAD-linked	b1415	JW1412	ECK1408
1203464	1203994	CDS	D	cybB	ECMDS42_1133	cytochrome b561	b1418	JW5224	ECK1410
1204239	1204412	CDS	D	ydcA	ECMDS42_1134	predicted protein	b1419	JW1416	ECK1411
